examine,id,members,lowalch,limit,value,highalch,icon,name,price,last,volume
A mithril tipped javelin.,834,True,25,7000,64,38,Mithril javelin(p).png,Mithril javelin(p),50,50,0
An adamant tipped javelin.,835,True,64,11000,160,96,Adamant javelin(p).png,Adamant javelin(p),203,203,0
A rune tipped javelin.,836,True,160,7000,400,240,Rune javelin(p).png,Rune javelin(p),513,513,0
This fires crossbow bolts.,837,False,28,125,70,42,Crossbow.png,Crossbow,314,314,409
A nice sturdy bow.,839,False,32,18000,80,48,Longbow.png,Longbow,35,36,2761
Short but effective.,841,False,20,18000,50,30,Shortbow.png,Shortbow,38,38,3730
"A shortbow made out of oak, still effective.",843,False,40,18000,100,60,Oak shortbow.png,Oak shortbow,38,38,8758
A nice sturdy bow made out of oak.,845,False,64,18000,160,96,Oak longbow.png,Oak longbow,54,55,74421
A nice sturdy bow made out of willow.,847,False,128,18000,320,192,Willow longbow.png,Willow longbow,107,107,171680
"A shortbow made out of willow, still effective.",849,False,80,18000,200,120,Willow shortbow.png,Willow shortbow,70,69,23665
A nice sturdy bow made out of Maple.,851,False,256,18000,640,384,Maple longbow.png,Maple longbow,279,282,2079080
"A shortbow made out of Maple, still effective.",853,False,160,18000,400,240,Maple shortbow.png,Maple shortbow,197,206,143169
A nice sturdy bow made out of yew.,855,True,512,18000,1280,768,Yew longbow.png,Yew longbow,513,512,9070189
"A shortbow made out of yew, still effective.",857,True,320,18000,800,480,Yew shortbow.png,Yew shortbow,357,354,177537
A nice sturdy magical bow.,859,True,1024,18000,2560,1536,Magic longbow.png,Magic longbow,1274,1276,5732522
"Short and magical, but still effective.",861,True,640,18000,1600,960,Magic shortbow.png,Magic shortbow,808,813,252169
A finely balanced throwing knife.,863,True,1,7000,3,1,Iron knife.png,Iron knife,47,50,623140
A finely balanced throwing knife.,864,True,1,7000,1,1,Bronze knife.png,Bronze knife,52,52,97219
A finely balanced throwing knife.,865,True,4,7000,11,6,Steel knife.png,Steel knife,64,63,64267
A finely balanced throwing knife.,866,True,10,7000,27,16,Mithril knife.png,Mithril knife,151,152,126030
A finely balanced throwing knife.,867,True,26,11000,66,39,Adamant knife.png,Adamant knife,344,355,49935
A finely balanced throwing knife.,868,True,66,11000,167,100,Rune knife.png,Rune knife,121,118,868294
A finely balanced throwing knife.,869,True,7,7000,19,11,Black knife.png,Black knife,51,51,110858
A finely balanced throwing knife.,870,True,1,7000,1,1,Bronze knife(p).png,Bronze knife(p),57,57,0
A finely balanced throwing knife.,871,True,1,7000,3,1,Iron knife(p).png,Iron knife(p),262,262,499
A finely balanced throwing knife.,872,True,4,7000,10,6,Steel knife(p).png,Steel knife(p),150,150,0
A finely balanced throwing knife.,873,True,10,7000,27,16,Mithril knife(p).png,Mithril knife(p),388,388,0
A finely balanced throwing knife.,874,True,7,7000,18,10,Black knife(p).png,Black knife(p),279,279,1
A finely balanced throwing knife.,875,True,26,11000,66,39,Adamant knife(p).png,Adamant knife(p),684,684,0
A finely balanced throwing knife.,876,True,66,7000,166,99,Rune knife(p).png,Rune knife(p),362,362,1206
Bronze crossbow bolts.,877,False,1,7000,1,1,Bronze bolts 5.png,Bronze bolts,2,2,1281491
Some poisoned bronze bolts.,878,True,1,11000,1,1,Bronze bolts (p) 5.png,Bronze bolts (p),68,68,5
Opal tipped Bronze crossbow bolts.,879,True,2,11000,7,4,Opal bolts 5.png,Opal bolts,69,69,110335
Pearl tipped Iron crossbow bolts.,880,True,5,11000,13,7,Pearl bolts 5.png,Pearl bolts,101,101,118253
Great if you have a crossbow!,881,True,80,7000,200,120,Barbed bolts 5.png,Barbed bolts,79,79,414726
Arrows with bronze heads.,882,False,1,7000,1,1,Bronze arrow 5.png,Bronze arrow,3,3,5457009
Venomous-looking arrows.,883,True,1,7000,1,1,Bronze arrow(p) 5.png,Bronze arrow(p),65,65,103
Arrows with iron heads.,884,False,1,7000,3,1,Iron arrow 5.png,Iron arrow,6,6,7129764
Venomous-looking arrows.,885,True,1,7000,3,1,Iron arrow(p) 5.png,Iron arrow(p),50,50,0
Arrows with steel heads.,886,False,4,7000,12,7,Steel arrow 5.png,Steel arrow,22,23,4255968
Venomous-looking arrows.,887,True,4,7000,12,7,Steel arrow(p) 5.png,Steel arrow(p),75,75,93
Arrows with mithril heads.,888,False,12,7000,32,19,Mithril arrow 5.png,Mithril arrow,4,4,12247040
Venomous-looking arrows.,889,True,12,7000,32,19,Mithril arrow(p) 5.png,Mithril arrow(p),121,121,1017
Arrows with adamant heads.,890,False,32,11000,80,48,Adamant arrow 5.png,Adamant arrow,11,11,26136978
Venomous-looking arrows.,891,True,32,11000,80,48,Adamant arrow(p) 5.png,Adamant arrow(p),150,150,1899
Arrows with rune heads.,892,True,160,11000,400,240,Rune arrow 5.png,Rune arrow,73,72,27730221
Venomous-looking arrows.,893,True,160,11000,400,240,Rune arrow(p) 5.png,Rune arrow(p),220,220,19145
A dangerous looking knife.,946,False,2,40,6,3,Knife.png,Knife,61,65,31451
This would make warm clothing.,948,False,4,18000,10,6,Bear fur.png,Bear fur,166,166,2691
It's a sheet of silk.,950,False,12,18000,30,18,Silk.png,Silk,63,61,129940
A slightly muddy spade.,952,False,1,40,3,1,Spade.png,Spade,220,222,18923
A coil of rope.,954,False,7,250,18,10,Rope.png,Rope,89,93,164679
This would make warm clothing.,958,True,20,18000,50,30,Grey wolf fur.png,Grey wolf fur,87,87,250
A plank of wood!,960,False,1,13000,1,1,Plank.png,Plank,303,318,1307511
I need to pull this.,962,False,1,4,1,1,Christmas cracker.png,Christmas cracker,293418,293418,620
Used for making notes.,970,True,4,13000,10,6,Papyrus.png,Papyrus,390,399,5910
A lump of charcoal.,973,False,18,13000,45,27,Charcoal.png,Charcoal,290,286,4032
A jungle specific slashing device.,975,True,16,15,40,24,Machete.png,Machete,519,508,441
Used to get out of Thordur's blackhole.,981,False,48,50,120,72,Disk of returning.png,Disk of returning,15748,15748,616
Opens a door that leads into a dungeon.,983,False,1,15,1,1,Brass key.png,Brass key,473,462,1036
The tooth end of the mysterious Crystal Key. Can you find the other half?,985,True,40,11000,100,60,Tooth half of key.png,Tooth half of key,10471,10243,25447
The loop end of the mysterious Crystal Key. Can you find the other half?,987,True,40,11000,100,60,Loop half of key.png,Loop half of key,10087,10241,26963
A mysterious key for a mysterious chest.,989,True,60,11000,150,90,Crystal key.png,Crystal key,21723,22062,27760
It looks like the key to a chest.,991,False,32,11000,80,48,Muddy key.png,Muddy key,7228,7205,642
You get a sense of dread from this key.,993,True,32,11000,80,48,Sinister key.png,Sinister key,31585,31585,1570
A mostly clean apron.,1005,False,1,150,2,1,White apron.png,White apron,67,68,764
A bright red cape.,1007,False,1,150,2,1,Red cape.png,Red cape,137,137,2671
I'd prefer a gold one.,1009,False,12,150,30,18,Brass necklace.png,Brass necklace,194,186,1406
Leg covering favoured by women and wizards.,1011,False,1,150,2,1,Blue skirt.png,Blue skirt,68,68,1466
A ladies skirt.,1013,False,1,150,2,1,Pink skirt.png,Pink skirt,100,100,1855
Clothing favoured by women and dark wizards.,1015,False,1,150,2,1,Black skirt.png,Black skirt,10,9,645
A silly pointed hat.,1017,False,1,125,2,1,Wizard hat.png,Wizard hat,899,861,10750
A warm black cape.,1019,False,2,150,7,4,Black cape.png,Black cape,149,149,1644
A thick blue cape.,1021,False,12,150,32,19,Blue cape.png,Blue cape,195,195,931
A thick yellow cape.,1023,False,12,150,32,19,Yellow cape.png,Yellow cape,257,257,233
A black piece of cloth on a string.,1025,True,1,150,2,1,Right eye patch.png,Right eye patch,178,178,2406
A thick green cape.,1027,False,12,150,32,19,Green cape.png,Green cape,891,891,683
A thick purple cape.,1029,False,12,150,32,19,Purple cape.png,Purple cape,1457,1457,730
A thick orange cape.,1031,False,12,150,32,19,Orange cape.png,Orange cape,1568,1544,215
A robe worn by worshippers of Zamorak.,1033,False,12,15,30,18,Zamorak monk bottom.png,Zamorak monk bottom,2467,2496,5497
A robe worn by worshippers of Zamorak.,1035,False,16,15,40,24,Zamorak monk top.png,Zamorak monk top,278,289,4399
A nice hat from a cracker.,1038,False,1,5,1,1,Red partyhat.png,Red partyhat,7489,7489,587
A nice hat from a cracker.,1040,False,1,5,1,1,Yellow partyhat.png,Yellow partyhat,6897,6897,588
A nice hat from a cracker.,1042,False,1,5,1,1,Blue partyhat.png,Blue partyhat,26719,26719,1019
A nice hat from a cracker.,1044,False,1,5,1,1,Green partyhat.png,Green partyhat,8759,8759,834
A nice hat from a cracker.,1046,False,1,5,1,1,Purple partyhat.png,Purple partyhat,10074,10074,709
A nice hat from a cracker.,1048,False,1,5,1,1,White partyhat.png,White partyhat,7343,7369,896
It's a Santa hat.,1050,False,64,5,160,96,Santa hat.png,Santa hat,11994,11994,2683
Aaaarrrghhh ... I'm a monster.,1053,False,6,5,15,9,Green halloween mask.png,Green halloween mask,9554,9529,320
Aaaarrrghhh ... I'm a monster.,1055,False,6,5,15,9,Blue halloween mask.png,Blue halloween mask,9075,9075,217
Aaaarrrghhh ... I'm a monster.,1057,False,6,5,15,9,Red halloween mask.png,Red halloween mask,12591,12591,255
These will keep my hands warm!,1059,False,2,125,6,3,Leather gloves.png,Leather gloves,4,4,40004
Comfortable leather boots.,1061,False,2,125,6,3,Leather boots.png,Leather boots,20,20,17150
Better than no armour!,1063,False,7,125,18,10,Leather vambraces.png,Leather vambraces,5,5,16690
Vambraces made from 100% real dragonhide.,1065,False,1000,125,2500,1500,Green d'hide vambraces.png,Green d'hide vambraces,1495,1477,9417
These look pretty heavy.,1067,False,112,125,280,168,Iron platelegs.png,Iron platelegs,72,74,3615
These look pretty heavy.,1069,False,400,125,1000,600,Steel platelegs.png,Steel platelegs,346,346,6553
These look pretty heavy.,1071,False,1040,125,2600,1560,Mithril platelegs.png,Mithril platelegs,1172,1165,39719
These look pretty heavy.,1073,False,2560,125,6400,3840,Adamant platelegs.png,Adamant platelegs,3490,3481,49446
These look pretty heavy.,1075,False,32,125,80,48,Bronze platelegs.png,Bronze platelegs,131,132,1602
"Big, black and heavy looking.",1077,False,768,125,1920,1152,Black platelegs.png,Black platelegs,1028,1018,2409
These look pretty heavy.,1079,False,25600,70,64000,38400,Rune platelegs.png,Rune platelegs,37930,37938,136149
Designer leg protection.,1081,False,112,125,280,168,Iron plateskirt.png,Iron plateskirt,43,43,1715
Designer leg protection.,1083,False,400,125,1000,600,Steel plateskirt.png,Steel plateskirt,341,334,4354
Designer leg protection.,1085,False,1040,125,2600,1560,Mithril plateskirt.png,Mithril plateskirt,1180,1179,32527
Designer leg protection.,1087,False,32,125,80,48,Bronze plateskirt.png,Bronze plateskirt,33,33,1196
"Big, black and heavy looking.",1089,False,768,125,1920,1152,Black plateskirt.png,Black plateskirt,1194,1194,67
Designer leg protection.,1091,False,2560,125,6400,3840,Adamant plateskirt.png,Adamant plateskirt,3519,3566,3938
Designer leg protection.,1093,False,25600,70,64000,38400,Rune plateskirt.png,Rune plateskirt,38087,38124,24518
Better than no armour!,1095,False,8,125,20,12,Leather chaps.png,Leather chaps,2,2,100245
Those studs should provide a bit more protection.,1097,False,300,125,750,450,Studded chaps.png,Studded chaps,260,264,3326
Made from 100% real dragonhide.,1099,False,1560,125,3900,2340,Green d'hide chaps.png,Green d'hide chaps,2144,2189,15835
A series of connected metal rings.,1101,False,84,125,210,126,Iron chainbody.png,Iron chainbody,132,133,4552
A series of connected metal rings.,1103,False,24,125,60,36,Bronze chainbody.png,Bronze chainbody,25,25,5202
A series of connected metal rings.,1105,False,300,125,750,450,Steel chainbody.png,Steel chainbody,255,250,2734
A series of connected metal rings.,1107,False,576,125,1440,864,Black chainbody.png,Black chainbody,1793,1840,224
A series of connected metal rings.,1109,False,780,125,1950,1170,Mithril chainbody.png,Mithril chainbody,867,868,24917
A series of connected metal rings.,1111,False,1920,125,4800,2880,Adamant chainbody.png,Adamant chainbody,2618,2578,9918
A series of connected metal rings.,1113,False,20000,70,50000,30000,Rune chainbody.png,Rune chainbody,29486,29539,83539
Provides excellent protection.,1115,False,224,125,560,336,Iron platebody.png,Iron platebody,87,86,137635
Provides excellent protection.,1117,False,64,125,160,96,Bronze platebody.png,Bronze platebody,108,112,25469
Provides excellent protection.,1119,False,800,125,2000,1200,Steel platebody.png,Steel platebody,918,921,183524
Provides excellent protection.,1121,False,2080,125,5200,3120,Mithril platebody.png,Mithril platebody,2818,2802,226880
Provides excellent protection.,1123,False,6656,125,16640,9984,Adamant platebody.png,Adamant platebody,9590,9597,650307
Provides excellent protection.,1125,False,1536,125,3840,2304,Black platebody.png,Black platebody,2420,2362,2818
Provides excellent protection.,1127,False,26000,70,65000,39000,Rune platebody.png,Rune platebody,38557,38609,112348
Better than no armour!,1129,False,8,125,21,12,Leather body.png,Leather body,2,2,52273
Harder than normal leather.,1131,False,68,125,170,102,Hardleather body.png,Hardleather body,5,4,27863
Those studs should provide a bit more protection.,1133,False,340,125,850,510,Studded body.png,Studded body,339,346,2349
Made from 100% real dragonhide.,1135,False,3120,125,7800,4680,Green d'hide body.png,Green d'hide body,4330,4344,335739
A medium sized helmet.,1137,False,33,125,84,50,Iron med helm.png,Iron med helm,27,28,3486
A medium sized helmet.,1139,False,9,125,24,14,Bronze med helm.png,Bronze med helm,120,119,7789
A medium sized helmet.,1141,False,120,125,300,180,Steel med helm.png,Steel med helm,94,93,3651
A medium sized helmet.,1143,False,312,125,780,468,Mithril med helm.png,Mithril med helm,214,214,2189
A medium sized helmet.,1145,False,768,125,1920,1152,Adamant med helm.png,Adamant med helm,893,856,1505
A medium sized helmet.,1147,False,7680,70,19200,11520,Rune med helm.png,Rune med helm,11045,11047,98219
Makes the wearer pretty intimidating.,1149,True,40000,8,100000,60000,Dragon med helm.png,Dragon med helm,58917,58933,21417
A medium sized helmet.,1151,False,230,125,576,345,Black med helm.png,Black med helm,277,263,208
A full face helmet.,1153,False,61,125,154,92,Iron full helm.png,Iron full helm,108,104,4676
A full face helmet.,1155,False,17,125,44,26,Bronze full helm.png,Bronze full helm,36,37,3113
A full face helmet.,1157,False,220,125,550,330,Steel full helm.png,Steel full helm,114,118,8058
A full face helmet.,1159,False,572,125,1430,858,Mithril full helm.png,Mithril full helm,650,646,6487
A full face helmet.,1161,False,1408,125,3520,2112,Adamant full helm.png,Adamant full helm,1730,1736,44432
A full face helmet.,1163,False,14080,70,35200,21120,Rune full helm.png,Rune full helm,20657,20703,127103
A full face helmet.,1165,False,422,125,1056,633,Black full helm.png,Black full helm,649,649,2695
Better than no armour!,1167,False,9,125,24,14,Leather cowl.png,Leather cowl,11,11,11024
Light weight head protection.,1169,False,80,125,200,120,Coif.png,Coif,49,47,17606
A solid wooden shield.,1171,False,8,125,20,12,Wooden shield.png,Wooden shield,124,123,4830
A medium square shield.,1173,False,19,125,48,28,Bronze sq shield.png,Bronze sq shield,34,36,1536
A medium square shield.,1175,False,67,125,168,100,Iron sq shield.png,Iron sq shield,15,15,710
A medium square shield.,1177,False,240,125,600,360,Steel sq shield.png,Steel sq shield,152,152,1769
A medium square shield.,1179,False,460,125,1152,691,Black sq shield.png,Black sq shield,511,504,1771
A medium square shield.,1181,False,624,125,1560,936,Mithril sq shield.png,Mithril sq shield,676,671,4671
A medium square shield.,1183,False,1536,125,3840,2304,Adamant sq shield.png,Adamant sq shield,1989,1935,2645
A medium square shield.,1185,False,15360,70,38400,23040,Rune sq shield.png,Rune sq shield,22626,22613,26565
An ancient and powerful looking Dragon Square shield.,1187,True,200000,70,500000,300000,Dragon sq shield.png,Dragon sq shield,303291,303253,720
A large metal shield.,1189,False,27,125,68,40,Bronze kiteshield.png,Bronze kiteshield,68,68,3305
A large metal shield.,1191,False,95,125,238,142,Iron kiteshield.png,Iron kiteshield,19,19,5861
A large metal shield.,1193,False,340,125,850,510,Steel kiteshield.png,Steel kiteshield,287,281,8947
A large metal shield.,1195,False,652,125,1632,979,Black kiteshield.png,Black kiteshield,1053,1019,925
A large metal shield.,1197,False,884,125,2210,1326,Mithril kiteshield.png,Mithril kiteshield,1017,1018,19040
A large metal shield.,1199,False,2176,125,5440,3264,Adamant kiteshield.png,Adamant kiteshield,2927,2923,18415
A large metal shield.,1201,False,21760,70,54400,32640,Rune kiteshield.png,Rune kiteshield,32128,32154,193816
Short but pointy.,1203,False,14,125,35,21,Iron dagger.png,Iron dagger,78,74,23560
Short but pointy.,1205,False,4,125,10,6,Bronze dagger.png,Bronze dagger,57,56,43430
Short but pointy.,1207,False,50,125,125,75,Steel dagger.png,Steel dagger,88,84,12706
A dangerous dagger.,1209,False,130,125,325,195,Mithril dagger.png,Mithril dagger,89,84,14687
Short and deadly.,1211,False,320,125,800,480,Adamant dagger.png,Adamant dagger,224,227,8165
A powerful dagger.,1213,False,3200,70,8000,4800,Rune dagger.png,Rune dagger,4426,4425,37885
A powerful dagger.,1215,True,12000,70,30000,18000,Dragon dagger.png,Dragon dagger,17412,17413,47128
A vicious black dagger.,1217,False,96,125,240,144,Black dagger.png,Black dagger,196,195,1250
